tweet_id,tweet,xgboost_pred
3728,been reading the coverage of apple's pop-up shop at #sxsw. my takeaway? no one can figure out/agree how to punctuate pop-up shop.,Neutral
7301,just a tip for @mention iphone users. turn down your screen brightness (way down) to conserve battery power. huge difference! #sxsw,Neutral
8487,"well, austin's the only place in the us to get an ipad 2 apparently. #austinwins #sxsw",Neutral
5519,"rt @mention at #sxsw? your mission is to download @mention app, check-in &amp; play to redeem prizes @mention austin hot spots! {link}",Neutral
3569,@mention i want that ipad case! #sxswbuffalo #sxsw,Neutral
9018,second day using my apple ipad2 at #sxsw and i'm really impressed. the magnetic cover is pure brilliance. using a laptop is so old school.,Positive
3342,spotted: google maps street view car! i wonder if i'll be able to find myself on the maps one day. #sxsw {link},Neutral
7524,questioner at #sxsw just said &quot;thanks and i'm a big fan&quot; to google's @mention which caused her to giggle and audience to laugh.,Neutral
435,"headed to designing ipad interfaces - new navigation schemas at sxsw.
{link} #sxsw #uxdes",Neutral
4594,"money, money, money ....#apple heads to #sxsw, sets up temporary store in austin {link} via @mention",Neutral
6639,rt @mention rumours cleared &gt;&gt; rt @mention we're not launching any products at #sxsw but we're doing plenty else. join us {link},Neutral
8548,the memento ios app is on sale for 99å¢ for #sxsw ÷ý wait just one momentoû_ let social media create your diary {link} #iphone,Positive
2537,who's heading to the pop-up apple store today? anyone know what time the sale starts? #sxsw #sxswk,Neutral
6059,rt @mention i know it's #sxsw because my iphone has started lying to me about its signal strength.,Neutral
7591,google circles?  #sxsw #orly?,Neutral
4771,"&quot;@mention google to launch major new social network called circles, possibly today {link}  #sxsw googlebook or twitgle?&quot;",Neutral
269,love that apple didn't let something like not having a retail store near #sxsw keep them away by opening a pop-up store {link},Positive
4429,"innovation in banking is coming from mobile. the innovators are apple, google and verizon #sxsw #bankinnovation",Neutral
1927,9 essential apps for #sxsw and beyond | underwire | wired.com {link} #socialmedia #iphone #android,Neutral
6137,"rt @mention interesting rt @mention @mention to launch major new social network called circles, possibly today {link} #sxsw",Neutral
7806,"public service announcement: the @mention grill is amazing! drinks and food for free, great company, and zazzle ipad cases! #sxsw",Positive
4569,free #itunes #sxsw ... link takes you to @mention #itunes store  {link},Neutral
1610,"{link} ªè @mention longest line at #sxsw? the apple store, of course.  {link}",Neutral
3758,"hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #sxsw",Neutral
8715,"packed house-go lynn!  designing ipad interfaces - new navigation schemas at #sxsw #uxdes
{link}",Neutral
4099,the #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Positive
4565,@mention needs a driving buddy for 30 hours from #albany to #sxsw -&gt; {link},Neutral
5892,"rt @mention google to launch major new social network called circles, possibly today {link} #sxsw // :o",Neutral
1293,ûï@mention video interview with @mention &amp; @mention at #sxsw &quot;google deals&quot; {link},Neutral
8141,@mention sweet 8-bit pic. are you an artist? www.zaggle.org is having an #art contest for our #iphone app check it out we'll be at #sxsw,Positive
8688,apple popup store in austin? {link} #sxsw,Neutral
6432,"rt @mention packed house-go lynn!  designing ipad interfaces - new navigation schemas at #sxsw #uxdes
{link}",Neutral
1882,rt download 20+ free tracks from the #sxsw music sampler available on the @mention store today! {link},Neutral
6542,"rt @mention rt @mention google to launch a social network, circles, at #sxsw - {link} - who's excited?",Neutral
7326,#sxsw #tip10 make sure to bring your iphone charger with you. you can recharge while you are at a party. #cnnsxsw {link},Neutral
5564,rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot;,Neutral
7519,"get it for #sxsw , folks. it's #prettycool #chevysxsw rt @mention update for iphone retrollect users is available. now with more awesome!",Positive
8299,#apple set to open popup shop in core of #sxsw action {link} via @mention,Neutral
6520,rt @mention rt @mention can't be at #sxsw? download their free music mix on itunes {link} cc: @mention,Neutral
4676,you'd think #att would do a better job w/ #sxsw coverage.  glad i have #veriphone #vzw #iphone,Positive
140,headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},Neutral
1487,[just fyi...] breaking: google to launch major new social network called circles...today? {link} via @mention #sxsw #socialmedia,Neutral
6888,"rt @mention we lose hour 2nite. #sxsw attendees will blame microsoft, apple will get credit 4 fixing it b4 christmas.",Positive
3220,#mullenweg admits that iphone app for wordpress is not very good yet. which is very true. respect his honesty and awareness #sxsw,Positive
4239,"after failure of google buzz, google latitude, now google circle! seriously google needs to concentrate more on search! #fail #google #sxsw",Negative
851,google is looking at social signals more and more for search results. #qagb #sxsw,Neutral
2040,sweet... apple listened to us!  a temp apple store near #sxsw for ipad2 launch!  {link},Neutral
7533,new on our fb page: summary of google vp marissa mayer's talk on location {link} #marissagoogle #sxsw,Neutral
6717,rt @mention thank you! :) rt @mention just picked up @mention book: killer photoes with your iphone! #sxsw #sxswchi  {link} #sxswi,Positive
8039,"@mention so... when is the apple &quot;pop-up&quot; store opening? and since when is a 5,000 sq feet is considered a &quot;pop-up&quot;? #sxsw",Neutral
7907,"groupon is the darling child of #sxsw - google, facebook, loopt, scvngr all want a piece. {link} is imitation still flattery?",Neutral
4615,interesting presentation on the building of #netflix iphone app at #sxsw {link},Positive
4780,#sxsw @mention interactive session. your mom has an ipad: designing for boomers,Neutral
336,"#technews at sxsw, apple schools the marketing experts {link} #tech_news #apple #jobs_co #sxsw #tech",Positive
7754,@mention rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw (cont) {link},Neutral
1987,"computer and droid here rt @mention my #agnerd confession, using laptop, ipad and blackberry to follow #sxsw from afar to see #agchat",Neutral
6901,rt @mention we're not launching any products at #sxsw but we're doing plenty else. {link} &lt;&lt; no circles or new apps ftrs?,Neutral
2624,"if you are attending #sxsw, please bring your old mobile phones for the hope phones project {link}  @mention",Neutral
100,"new buzz? &quot;@mention google to launch major new social network called circles, possibly today {link} rt @mention #sxsw&quot;",Neutral
6708,rt @mention temp apple store 6th st  austin #sxsw closed for night &quot;they're out of stuff' says austin cops barring the door!,Neutral
582,"ûï@mention google to launch major new social network called circles, possibly today {link} #sxswû. super interesting...",Neutral
29,"they were right, the @gowalla 3 app on #android is sweeeeet! nice job by the team there. #sxsw",Positive
1555,@mention @mention @mention this is the press release for the ipad apps i am helping launch at #sxsw {link} #sxswi,Neutral
8809,don't know 1 user rt @mention who uses google tv in this room? nobody raises a hand in a packed room at the #socialviewing session at #sxsw,Neutral
868,"rt hiring marketers, designers, creatives, social media pros... come see #aquent booth 1415 #sxsw trade show. might win ipad 2",Neutral
3584,@mention i'm on the list for the google leh event but i'm not going to be at #sxsw. i'd be more upset if i didn't already have a cr48.,Neutral
8406,"@mention thanks omar, we've updated our story. {link} #sxsw #google",Neutral
8221,won a gift certificate to apple at the nonprofit meetup! hooray for nonprofits and apple! #sxsw #ipad2time,Neutral
4834,heading to austin? check out evr's #sxsw preview show: {link} also available under 'shows' via #evrmobile for iphone &amp; android,Neutral
67,attending @mention ipad design headaches #sxsw {link},Negative
3978,#hollrback is being released at #sxsw! iphone users can grab the app at hollrback.com @mention,Neutral
8533,congrats to @mention for getting to the next level in his fave ipad game pengairborne #dowtimebetweensessions #iamagameshater #sxsw,Positive
5840,rt @mention google launching check in service at #sxsw and providing deals #fmsignal #sxswi,Neutral
5605,rt @mention check out lightbox.com at the team android choice awards finalists announced at #sxsw @mention and team rock!,Neutral
2403,"@mention cool! that means we can watch ustream in skyfire browser on iphone :-)
(safari doesn't work) 
have fun!  #sxsw",Positive
8523,live @mention the sxsw mobile accessibility session in room 8a: surprise guest charles chen is there answering questions about android access.#sxsw,Neutral
790,"google to launch major new social network called circles, possibly today {link} #sxsw&quot;",Neutral
4028,successful #sxsw trip. learned a ton. lots of new insights / knowledge. new reading list / playlists. wrote &amp; submitted a new iphone app.,Positive
2716,has anyone seen the pop up stores in austin like cnn restaurant and apple plus all the food trucks? #sxsw #apple,Neutral
7123,waiting for a #sxsw session to start: touching stories - designing digital magazines for the ipad,Neutral
5579,"rt @mention booth 313, there is still time for the power challenge. ride the bike. get a bottle, enter to win an ipad. #sxsw #thisiscrazyfun",Neutral
3205,close to front of #ipad2 line at #sxsw apple popup store.,Neutral
5797,ht @mention google launching &quot;circles.&quot;  i'm intrigued but wary.  {link} #sxsw,Neutral
7102,apple is opening up a temporary store in downtown austin for #sxsw &amp; ipad 2 launch. {link}  source: statesman.com,Neutral
2588,#sxsw waze {link} is duking it out with google re: personalized mapping experience. friendly &quot;panel crashing&quot;,Neutral
9032,"@mention yeah, we have @mention , google has nothing on us :) #sxsw",Neutral
3806,"packing #ipad &amp; #android phone 2 fly from uk 2 austin, tx for #sxsw especially interested in the health track #sxswi #sxswh #hcsm #hcsmeu",Neutral
6218,rt @mention just saw someone take a picture with an ipad 2 for the first time. looks as ridiculous as you'd expect. #sxsw #sightings,Negative
1742,going to #sxsw? come by the #emc consulting booth for your chance to win an ipad 2! @mention @mention,Positive
692,the first ipad didn't even exist here last year and i already feel like i'm pulling out an antique everytime i use my ipad #sxsw #ipad2,Positive
3224,"so the big buzz this year at #sxsw, ipad 2, of course, and group chat/text services like group me or yobongo. now you know. #fb",Neutral
3954,@mention just checking out the  #iphone app. very nice - check it out at {link} have fun at #sxsw,Positive
3369,"a busdev guy come to #ipad2 line and ask where wr from, what we feel about ipad2, have o good discussion about iads #apple #crazyco #sxsw",Positive
1338,"ouch! who won google v bing? @mention with all the respect, the bing guy was invited just because they had to fill the third chair?#sxsw",Neutral
3011,"#ipad interface/controls should be at the top, mobile controls at the bottom. #tapworthy #sxsw",Neutral
4945,"rumour google launching circles social network, but rt @mention we're not launching any products at #sxsw but we're doing plenty else.",Neutral
1994,at #sxsw and want to win an ipad? get on the case with @mention @mention and @mention,Positive
7674,very interesting. rt @mention apple to open pop-up shop at sxsw {link} #sxsw #sxswi #popupshop #apple,Neutral
7017,"free 22 song #sxsw itunes playlist! #brighteyes, #thecivilwars, #glove and many others: {link}",Neutral
3767,hey @mention cool iphone cases! #zazzlesxsw #sxsw #sxswi #fastcompanygrill  {link},Positive
8310,in line at what might very well be the popup apple store in austin #sxsw #ipad2,Neutral
2157,"venturebeat: rt @mention on its second day in business, the apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",Neutral
3664,marissa miller of google makes shout out to the  khan academy and the great things they're doing for education. #fmsignal #sxsw (cc @mention,Positive
647,"cool one, i'll be there. rt @mention #sxsw friday at 5pm doodle google session.  {link}",Neutral
6956,"rt @mention with 150 million mobile users on google maps, 40% of all google maps usage is from mobile devices. #maps #sxsw",Neutral
5626,"rt @mention come by aquent booth 1413 at #sxsw to learn about internetonlinewebsite.com, meet us &amp; enter to win an ipad 2!",Neutral
5659,"rt @mention decided to go to la instead of #sxsw, because my at&amp;t iphone would be about as useful as a brick in austin.",Neutral
2551,just how do you improve your website rankings? advice from both google and bing at #sxsw. {link},Neutral
175,hey #sxsw #sxswi folks. if you want to learn about security come over to #bsidesaustin {link},Neutral
8554,@mention to launch &quot;groupon or living social-type&quot; rewards at #sxsw {link} | @mention,Neutral
6092,"rt @mention if u prefer yr news on iphone, ipad or droid, @mention has apps 4 that. @mention @mention &amp; @aarpbulletin on mobile apps now. #sxsw",Neutral
8798,got the #vmware talent community ipad app rockin and signing up talented professionals tonight! find me! #sxsw {link},Positive
6453,"rt @mention preparing for #sxsw talk about #google doodles with @mention it will be fun! friday, 5pm: {link}",Neutral
3985,"tech check podcast -- #sxsw #android passes #blackberry, a big twitter #fail! -- {link} by @mention #sxsw #cnn",Neutral
7541,design for ipad is like a design 101 class. will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Neutral
3723,#sxsw adding my schedule into the android sxsw go app.  handy.,Neutral
4069,@mention launched there 1st ipad app at #sxsw! get all the details + the first edition free,Positive
2795,met the team that set up the #sxsw apple store - set up whole place from nothing in 3 days. great work!,Positive
6184,rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},Neutral
91,thanks to @mention for publishing the news of our new medical apps in the #sxswi conf. blog {link} #sxsw #sxswh #mhealth,Neutral
2745,great! see u there  rt @mention i'll be at the austin convention center today w/ my @mention fam... showing my new iphone game. #sxsw,Positive
8077,health sessions at #sxsw (via @mention {link},Neutral
976,#apple to open pop-up shop at #sxsw [report]: apple is set to open a temporary store in the... {link} #realestate #tech,Neutral
5278,rt @mention #sxsw #sxswparty matt damon upstairs at the google party maggie maes 6th st,Neutral
4790,yayrt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable {link},Neutral
8195,"someone at #sxsw stole my ipad from mtg room 9abc, and it wasn't even a new one. talk about lame.",Neutral
3696,mad mad lines still at the #sxsw apple pop up store here in austin #ipad2,Neutral
5763,"rt @mention gearing up to make a splash, @mention to launch &quot;@mention or living social-type&quot; rewards at #sxsw {link}",Neutral
6322,rt @mention more #sxsw awesomeness! apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},Positive
1229,"listening to marissa meyer, head of google social get grilled about jc penney lol #sxsw",Neutral
5161,rt @mention /@mention grab the latest @mention before #sxsw! {link} #saytextson!,Neutral
6013,"rt @mention hey, if you're at #sxsw check out my pals @mention they're crucial dudes.just fuckin' google to see when they're playing or whatever",Neutral
8009,"really wishing i was in my hometown, helping to keep austin weird at #sxsw. instead, in bed with a cough, an apple, @mention and #wordpress.",Positive
6521,rt @mention rt @mention chart of the day: #ipad competition is toast @mention {link} #mobile #hcmktg #gpp #sxsw,Neutral
8130,is at #sxsw celebrating the beauty of the web at the #ie9 launch and giving away a free ipad2 to one lucky... {link},Neutral
5927,rt @mention google's art project would be a great virtual field trip for kids! museums around the world! #edtech #sxsw,Positive
4716,"i don't know how i ended up here, but the google party is going off!!! robot ninja wars!!! #sxsw",Neutral
1207,head over to  {link} by 1pm cst today to win vip access to my acoustic solo set at #sxsw tonight with #nokiaconnects,Neutral
4922,n31: out of the frying pan {link} [codes valid: 8:00-11:59:59a 03/14/11] #infektd #sxsw #necro,Neutral
2944,thanks @mention for giving me new top cover for my banged up juicepack iphone case. you and your products rock! #tradeshow #sxsw,Positive
995,hey #sxsw peeps! our new iphone app on #voicefeed just launched the us: {link} check it out and let us know what you think!,Neutral
4164,mad long line for google party at maggie mae's. hope it's worth it.. but with 80s theme i am very optimistic #sxsw,Neutral
2062,new ipad apps for speech therapy and communication are showcased at #sxsw | @mention {link},Neutral
2685,"btw, these live-tweets are coming from marissa mayer's presentation at #sxsw.  mayer is the vp of consumer products at @mention ^jr",Neutral
2725,#sxsw live stream not working on ipad #fail {link},Neutral
8069,a google spreadsheet of over 270 parties at #sxsw this year o_o {link},Neutral
8957,not at #sxsw or in line for an #ipad i feel like i am a disgrace to geeks everywhere. at home working in @mention instead. #startup,Positive
8585,google hotpot has anyone used it? #sxsw,Neutral
973,#apple to open pop-up shop at #sxsw [report] {link} (via @mention,Neutral
5124,rt @mention @mention go beyond the hour &amp; share positive actions with the world. download the #earthhour iphone app: {link} #sxsw,Neutral
776,"google to launch major new social network called circles, possibly today {link} #sxsw",Neutral
1720,@mention #sxsw is going to be alot better when u have ipad 5 to carry around ;),Positive
6007,"rt @mention hey austin, know a little about #iphone or #android, love music &amp; wanna make $20/hour during #sxsw?  (sure...)",Neutral
8319,#sxsw lost! iphone 3gs in black hard case with pink clouds and multicolor thunderbolts. email deshi80227@mention reward!,Neutral
1947,apple. really? you need brand recognition? i prefer the red delicious variety! :-) {link} #sxsw #popupstores,Neutral
1169,ûï@mention the new whrrl app is now live in the iphone app store and android marketplace. get it while it's hot! (just in time for #sxsw!)û,Positive
5006,"report from @mention that google may announce #circles, a new group-aware social network at #sxsw tonight - {link}",Neutral
3641,see? so big my links smooshed. here's google realtime for #sxsw {link},Neutral
2396,@mention congrats on your iphone app being featured at #sxsw!,Positive
5588,rt @mention calvin is now the geek charlie sheen with his goddesses. @mention @mention @mention @schmittastic #google #sxsw,Neutral
4994,"google spokewoman nadja blagojevic e-mail about google circle: &quot;we are not announcing anything like this at #sxsw, this is an untrue rumor.&quot;",Neutral
8822,dear #sxsw iphone app: you suck again this year! (sitby.us is great but doesn't include film sessions),Positive
8083,iphone just auto-corrected &quot;merrier&quot; to &quot;nerdier.&quot; i must be at #sxsw,Neutral
7868,my friends iphone changed back an hour instead of forward. its at&amp;t. any hints on how to fix it?! #sxsw #iphone #help,Positive
7787,very important: make sure you are donating to the japanese red cross for #japan: {link} #sxswcares #sxsw #quake (please rt),Neutral
393,"re: group chat apps for #sxsw, now been told to d/l two more apps (not yet avail on android). this point, i'll need phone just for apps.",Neutral
2563,apple is driving the &quot;consumerization&quot; of it.  #empowered  #sxsw,Neutral
8216,rockin out at the party lake it's 1986 party! #google #aclu #sxsw  @mention maggie mae's {link},Neutral
4359,hmmmm... more oppty to get an ipad 2 while at #sxsw? {link}  - stop tempting me!!!  :),Neutral
2886,how the hell am i supposed to get the new ipad when i am stumbling around austin during #sxsw #notwinning,Neutral
5334,rt @mention ÷¼ are you all set? ÷_ {link} ÷_ #edchat #musedchat #sxsw #sxswi #newtwitter,Neutral
3358,@mention gr8 meeting u irl after the book signing today! really enjoyed your ipad prez &amp; mahalo for the autograph! #sxsw #hisxsw,Neutral
2504,#musicmonday have a great time #sxsw i played there with the white stripes &amp; 60secondcrush @mention detroit showcase in lucys! {link},Neutral
6113,"rt @mention if you're in austin today, please join @mention @mention and myself talking ipad 2 and #sxsw  here: {link} :)",Neutral
6930,"rt @mention who said ipad photos? apple store, #sxsw @mention @mention @mention @lepanele
{link}",Neutral
6631,"rt @mention rt haha, awesomely rad ipad app by @mention {link} #hollergram #sxsw (via @mention @mention)",Positive
1903,@mention after #sxsw i will never again take a fully charged iphone for granted; 24/7 pics edit tweet 4square apps =zap! &lt;good 2 kno!,Positive
2152,the band at the google party is the most entertaining band i have ever seen #sxsw,Neutral
1997,complete android guide (print) on sale at #sxsw bookstore today: $15. include 99-cent upgrade to 2.4/3.0-ready ebook. signing at 4:30!,Neutral
6028,"rt @mention holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",Positive
35,"at #sxsw.  oooh. rt @mention google to launch major new social network called circles, possibly today {link}",Neutral
4835,this is so awesome. rt @mention headed to #austin for #sxsw? check out my map for newbies {link} @mention enjoy!,Neutral
2612,ellen page appearance reduced to @mention iphone call. hearts. broken. #sxsw #super,Positive
5008,"in ballroom a for a couple of sessions: music and ixd, then ipad design #sxsw",Neutral
8626,"watching twit live #sxsw, want to go next year now. also want an ipad, but i'm content to wait awhile. i always buy technology late anyway.",Neutral
5511,rt @mention at #sxsw? @mention / @mention wanna buy you a drink. 7pm at fado on 4th. {link} join us!,Neutral
8544,"i'd love to get my #ipad2 at the #apple store that's popping up downtown tomorrow, but lack the patience for #sxsw douchebaggery.",Positive
4230,apple employees just showed up in force to the #sxsw popup apple store. #ipad2,Neutral
2698,"hehe apple opens a temporary apple retail store in austin, just for the ipad2 launch for all the #sxsw geeks {link}",Neutral
3691,still a line at the #sxsw ipad 2 factory {link},Neutral
5346,rt @mention 1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #ipad2 #sxsw,Neutral
4211,"data overload? every month: 45bil pieces of #facebook content, 3bil tweets &amp; 11bil #google searches. #sxsw",Neutral
2813,woah. expect google circles today at #sxsw during google's league of extraordinary hackers events today. big!,Neutral
2572,that sounds...fantastic. rt @mention at the google party...awesome. #sxsw,Positive
4123,"will google tv v 2 be too late, overrun by xbox, ps3, wii, netflix and the like; all ready now? #sxsw barry diller qa",Negative
8212,crazy that apple is opening a temporary store in austin tomorrow to handle the rabid #sxsw eye pad too seekers.,Neutral
4078,#sxsw apple #ipad2 line took less than 10 minutes.,Neutral
6534,"rt @mention rt @mention google 2 launch major new social network called circles, possibly today {link} #sxsw",Neutral
8711,packed house for google/bing q&amp;a on search rankings. oh: &quot;i'm hope it's a catfight.&quot; #sxsw #qagb,Neutral
8059,get a personalized sxsw show schedule via app from... {link} #mobile_apps #music #echo_nest #rhapsody #sxsw #cyber #iphone,Neutral
354,trying to balance the power of power needs on iphone vs ipad at #sxsw. this 3g ipad sucks it out quick. might have go airplane mode.,Neutral
2548,thank goodness they ran out of ipad 2s. now i don't have to worry about giving in and just buying one at the popup apple store. #sxsw,Positive
2495,download daily grape  - a new app from @mention for the iphone.  you can take him with you to the wine shop. #sxsw,Neutral
2176,#google launching a &quot;major&quot; new social network at #sxsw,Neutral
2953,is the @mention iphone app sync functionality working yet? #sxsw,Neutral
1241,apple set to open popup shop in core of sxsw action {link} #sxsw #app... {link} http://bit.ly/bvhd5s,Neutral
8168,"agreed! rt @mention if u could afford to attend #sxsw or buy an ipad today, consider saving a few $$$ for japan earthquake relief.",Neutral
5300,rt @mention #sxsw i need the best android dev here.  html5/js issue need solving quickly.  handsome reward and love for grabs. #in,Neutral
8465,@mention they're journalists. they just spent all their money on #sxsw passes. who can afford google tv?,Neutral
4242,"very timely #sxsw rt @mention bing's search engine share continues to rise, up to 13.6%. google still tops at 65.4% {link}",Neutral
5107,rt @mention @mention &amp; @mention were quick to encourage seo practitioners to avoid dwelling on page rank (focus on content) #sxsw,Neutral
7991,going to send my ipad on the mail before being to the office to finish @mention before #sxsw,Neutral
2078,i just heard that ipads are sold out (except for a few) at apple pop-up store #sxsw true?,Neutral
5067,"rt @mention ûï@mention google to launch major new social network called circles, possibly today {link} #sxsw",Neutral
1149,following the buzz? (hee hee) - google drip feeding information about facebook rival: #circles #sxsw,Neutral
2175,"heywire launches group chat with facebook, google and twitter #sxsw {link}",Neutral
2257,about to be interviewed by mashable while waiting in line at the popup apple store at #sxsw.,Neutral
5722,rt @mention first person to stop by our booth at sxsw &amp; show me their ipad 2 running one if our apps wins a free snakeheead tee shirt #sxsw,Positive
5426,"rt @mention apple heads to #sxsw, sets up temporary store in austin {link}",Neutral
9044,look everyone! zomg @mention got an ipad 2 on the first day! #sxsw {link},Positive
5507,rt @mention at #sxsw your iphone charger is your best friend.,Neutral
4638,interesting.....rt @mention google launching secret new social network called &quot;circles&quot; {link} #sxsw,Neutral
1175,unveiling the pop-up apple store in the scarborough building! #sxsw  {link},Neutral
2801,another reason to go to austin: #apple to open a #sxsw popup store {link},Neutral
1030,check out q&amp;a with google &amp; bing on website ranking at sxsw. #sxsw #qagb #sxsma,Neutral
5644,rt @mention cool! apple to open temporary store at sxsw {link} #sxsw now peer pressure will make me buy ipad2,Positive
8982,"in case my fairy god mother = reading mail; my ìù±g wish this week is 2 go 2 #sxsw ï for the #android ïî dev ïà meetup. @mention hilton, sat. 12:30pm",Neutral
2949,rad rt @mention hey dudes @mention is giving away a sampler of bands at #sxsw w/ a free glasser track.. pick it up! {link},Neutral
8774,"ok, i'm over not being at sxsw, i'm too into garage band for ipad to notice. #stunned #sxsw",Neutral
5703,rt @mention every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,Neutral
4779,#sxsw @mention in her 80s splendor dancin to the spazzmatics at aclu google #partylikeits1986 !  {link},Neutral
6233,"rt @mention killer thought from @mention - if you are not paying for a service, it's probably you that is being sold (ref google, tv ads etc)#sxsw #psfk",Neutral
7084,apple to open temporary store for #sxsw at 6th and congress {link},Neutral
4162,the long line at the ginger man's bathroom just saved me $829. the #sxsw pop-up apple store closed right at midnight (as i walked up).,Positive
4181,"i just fell asleep for 2 hours with my eyes open, staring into the #sxsw stream on my ipad 2. {link}",Neutral
5044,rt @mention . @mention double fisting at the keynote #sxsw #apple {link},Neutral
5227,rt @mention #google circles &amp; crop circles: the anatomy of a #sxsw rumor -{link} by @mention,Neutral
2211,marissa mayer from @mention &quot;mobile is a cursor&quot; #sxsw ... demo of next gen google maps is really impressive btw,Neutral
1288,"i want to use this video in my #sxsw talk today, but need to be able to download it to my ipad. do you know how? {link}",Neutral
7336,getting ipad envy on this flight to #sxsw,Neutral
4140,barry diller says that you're silly if you write content for one form factor only. apple like it because they get money #sxsw,Neutral
6290,rt @mention marissa mayer: #google will connect the digital &amp; physical worlds through mobile {link} #sxsw #sxswi,Neutral
2390,my first computer as a kid was an atari 800; my kids first computer will be an ipad.  what will they be able to do that i couldn't? #sxsw,Neutral
7862,"ipad users have a slow, resting heart rate. its a more leisurely use than desktops or phones. #tapworthy #sxsw",Neutral
5537,rt @mention awesome new version of @mention for iphone and new web site coming after #sxsw. want a demo? meet with @mention at #sxsw. pls rt,Positive
8760,genius move by apple to open a temp. store in downtown austin for #sxsw: {link} /via @mention #ipad2,Positive
4736,"&quot;transparency, choice and control are what define google products.&quot; -mayer. thereby defining the google brand with the same values #sxsw",Neutral
5388,rt @mention and we're live! come get your android and check us out! {link} #sxsw #android,Neutral
1297,this waze vs google discussion is one of the best i have seen at #sxsw. we need more competitors going head to head here.,Neutral
1424,"good news: i didn't break my iphone, bad news: 1 screw just wouldn't budge, so i couldn't replace my battery. hope it can stand up to #sxsw.",Neutral
3714,"after typing for 4 days on the ipad, fingers feel seriously weird on a real keyboard. #sxsw #uselessobservations",Positive
6338,"rt @mention mypov: winner: popup apple store, chevy cruze  losers: investors propping up frothy startups w/ no enterprise strategy. #sxsw",Positive
149,ûï@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteû @mention did you manage to get yours?,Neutral
4800,rt rt @mention the ipad 2 takes over #sxsw [video] {link} rt @mention the ip... {link} #vegas #news,Neutral
1371,hey #sxsw-ers - coming in now. how long is the #apple pop-up store line?,Neutral
5338,rt @mention ÷¼ go beyond borders! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,Neutral
6715,rt @mention thank you for these! rt @mention public notes for &quot;5 steps to bulletproof ux strategy&quot;: {link} #sxsw #rhjr_ux5. via @mention,Neutral
5696,rt @mention ellen page appearance reduced to @mention iphone call. hearts. broken. #sxsw #super,Positive
924,there are no hard feelings towards google. @mention says they would make a great partner. #checkins #sxsw #pnid,Positive
3907,"i cant wait to give the samsung people a demo of my horrible, terrible google nexus s phone at #sxsw",Neutral
5424,rt @mention apple has two austin stores but until this week no downtown presence. that changes with an #sxsw popup store {link} ~@mention,Neutral
7725,playing around with the @mention #iphone #app.  it's awesome.  will be using it a lot at #sxsw,Positive
5782,rt @mention going to #sxsw? come by the @mention onsulting booth for chance to win an ipad 2! &lt;&amp; stimulating conversation no doubt!,Neutral
3188,"@mention for the life of me, i can't get my ipad to sync all the sessions, only partial. iphone is fine, ipad is deciding what it wants. #sxsw",Positive
742,"ûï@mention just picked up my ipad 2, now back to #sxsw {link} .. so what cha think. is it worth the upgrade?",Neutral
2658,i'm at the google party. @mention rocks! #sxsw,Neutral
954,i18: call of the zombie {link} [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zomb,Neutral
3625,i wonder if the front camera to back camera use ratio will be very different btwn the ipad and iphone #sxsw,Neutral
5913,"rt @mention google to launch new social network called circles, possibly today {link} {link} #sxsw",Neutral
9075,at &quot;your mom has an ipad&quot; session #yourmom #sxsw,Neutral
7595,google circles... is it happening? so lost.  #sxsw,Neutral
5319,rt @mention #sxsw today = @mention &amp; his iphone game and @mention &amp; @mention more and more a celeb/brand destination. #marketing,Neutral
564,attending google keynote. seeing google maps for mobile features.  #sxsw,Neutral
4574,@mention new #ubersocial 4 #iphone now in app store includes uberguide to #sxsw sponsored by #mashable {link},Neutral
1884,dawn's ipad app of the week is up early to help you prep for #sxsw: {link},Positive
945,#sxsw 20% of google searches are for local information: marissa mayer. 6 million places claimed by their owners and logged by #google,Neutral
1026,.@mention problem with google living stories was the process of creating content didn't change - was just an interface. #hacknews #sxsw,Neutral
2601,sure to be a total scene! rt @mention just spoke with the austin apple store. they are cautiously optimistic. #nerd #sxsw,Neutral
7368,need to upgrade to the iphone 4 asap. this taking pics without a flash blows on the 3gs. #ehteam #sxsw,Neutral
